Атакующий_1_ID;Атакующий_2_ID;Атакующий_3_ID;Атакующий_4_ID;Атакующий_5_ID;Винрейт_%;Всего_Боев;Средние_Баннеры;Сезон;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;99;365;62.61;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;99;646;62.39;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;98;2664;62.02;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;98;2294;63.02;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;98;1062;61.84;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;EMBO;KRRSANTAN;97;456;58.67;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;97;863;61.68;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;96;1363;62.2;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;95;1700;59.64;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;95;3077;61.34;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;94;411;59.29;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;EMBO;KRRSANTAN;94;421;60.98;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;94;2649;60.75;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;94;2569;56.46;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;93;3776;56.18;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;92;891;58.78;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;91;1238;58.22;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;89;1025;56.09;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;87;653;54.96;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;EMBO;KRRSANTAN;86;273;52.02;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;86;293;56.2;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;84;1906;50.96;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;84;1402;54.42;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;82;412;53.02;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;82;678;53.26;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;82;1255;52.64;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;81;380;52.58;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;81;320;52.15;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;79;383;50.81;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;77;301;50.37;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;77;291;47.93;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;77;544;50.1;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;76;435;49.04;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;76;317;49.09;Season 74 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;76;564;47.66;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;73;372;47.34;Season 74 - 5v5;;
JABBATHEHUTT;BOUSHH;CADBANE;KRRSANTAN;UNDERCOVERLANDO;72;435;46.88;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;100;125;63.82;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;100;125;63.82;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;100;113;54.24;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;99;433;63.24;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;99;112;63.11;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;96;283;60.49;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;94;337;59.45;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;92;109;55.28;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;90;108;56.52;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;83;107;49.86;Season 74 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;71;106;45.03;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;100;372;64.43;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;100;372;64.43;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;100;221;64.33;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;100;194;62.18;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;100;182;64.74;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;100;155;61.2;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;100;136;64.05;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;100;123;60.35;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;100;117;64.26;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;100;111;64.23;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;100;105;60.99;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;1198;64.38;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;NIGHTTROOPER;SCOUTTROOPER_V3;99;282;63.91;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;790;63.97;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DARKTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;242;64.38;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;MOFFGIDEONS1;NIGHTTROOPER;99;238;63.84;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;99;235;63.94;Season 74 - 5v5;;
MOFFGIDEONS3;DARKTROOPER;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;200;63.98;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DARKTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;154;59.73;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;255;63.79;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;99;236;64.11;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;99;231;60.97;Season 74 - 5v5;;
MOFFGIDEONS3;DARKTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;99;107;64.13;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;99;105;64.01;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;NIGHTTROOPER;SCOUTTROOPER_V3;98;464;62.97;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;98;378;62.97;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;MOFFGIDEONS1;NIGHTTROOPER;98;148;63.38;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DARKTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;98;142;63.26;Season 74 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;98;129;62.97;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;98;535;59.23;Season 74 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;NIGHTTROOPER;SCOUTTROOPER_V3;97;176;61.35;Season 74 - 5v5;;
GENERALHUX;KYLORENUNMASKED;DARTHBANE;COUNTDOOKU;SUPREMELEADERKYLOREN;86;1665;55.99;Season 74 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FIRSTORDERTROOPER;FOSITHTROOPER;GENERALHUX;78;119;49.83;Season 74 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FIRSTORDEROFFICERMALE;GENERALHUX;KYLORENUNMASKED;75;100;48.42;Season 74 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FIRSTORDERSPECIALFORCESPILOT;GENERALHUX;KYLORENUNMASKED;72;335;43.28;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;99;422;63.78;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;99;422;63.78;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;99;566;63.91;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;99;328;63.03;Season 74 - 5v5;;
GLAHSOKATANO;CHOPPERS3;GENERALSYNDULLA;HUYANG;PADAWANSABINE;98;479;63.7;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;98;1036;62.09;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;97;5174;63.04;Season 74 - 5v5;;
GLAHSOKATANO;GENERALSYNDULLA;HUYANG;PADAWANSABINE;WATTAMBOR;97;331;61.76;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;FULCRUMAHSOKA;HUYANG;PADAWANSABINE;97;296;60.5;Season 74 - 5v5;;
GLAHSOKATANO;GENERALSYNDULLA;HUYANG;PADAWANSABINE;WATTAMBOR;96;4946;62.14;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;96;1183;60.17;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;FULCRUMAHSOKA;GENERALSYNDULLA;PADAWANSABINE;95;461;61.04;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;FULCRUMAHSOKA;HUYANG;PADAWANSABINE;95;1563;60.83;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;95;2121;60.12;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;95;311;60.75;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;94;513;59.39;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;90;431;57.9;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;89;1478;56.68;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;89;492;56.24;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;88;607;55.25;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;87;269;55.19;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;86;1921;54.5;Season 74 - 5v5;;
GLAHSOKATANO;CHOPPERS3;GENERALSYNDULLA;HUYANG;PADAWANSABINE;85;299;55.56;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;84;388;53.06;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;83;279;51.28;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;83;3119;54.05;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;79;1771;51.05;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;79;1158;49.54;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;78;397;47.34;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;78;329;49.01;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;76;3523;47.54;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;75;336;47.08;Season 74 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;75;592;49.14;Season 74 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;74;559;47.3;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;NINTHSISTER;TARONMALICOS;100;264;64.86;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;NINTHSISTER;TARONMALICOS;100;264;64.86;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;KYLOREN;TARONMALICOS;100;117;64.87;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;KYLORENUNMASKED;TARONMALICOS;98;471;64.01;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;REY;TARONMALICOS;95;120;59.13;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;KYLORENUNMASKED;TARONMALICOS;91;122;58.49;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;NINTHSISTER;TARONMALICOS;90;282;56.35;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;KYLOREN;TARONMALICOS;90;113;55.22;Season 74 - 5v5;;
CEREJUNDA;CALKESTIS;FULCRUMAHSOKA;KYLORENUNMASKED;TARONMALICOS;81;569;50.63;Season 74 - 5v5;;
PHASMA;FIRSTORDEREXECUTIONER;FIRSTORDEROFFICERMALE;FIRSTORDERTIEPILOT;FIRSTORDERTROOPER;100;205;64.62;Season 74 - 5v5;;
PHASMA;FIRSTORDEREXECUTIONER;FIRSTORDEROFFICERMALE;FIRSTORDERTIEPILOT;FIRSTORDERTROOPER;100;205;64.62;Season 74 - 5v5;;
PHASMA;FIRSTORDEREXECUTIONER;FIRSTORDERSPECIALFORCESPILOT;FIRSTORDERTIEPILOT;KYLOREN;100;163;63.96;Season 74 - 5v5;;
PHASMA;FIRSTORDEREXECUTIONER;FIRSTORDERSPECIALFORCESPILOT;FIRSTORDERTIEPILOT;FIRSTORDERTROOPER;100;143;64.3;Season 74 - 5v5;;
PHASMA;FIRSTORDEROFFICERMALE;FIRSTORDERTIEPILOT;FIRSTORDERTROOPER;KYLOREN;100;128;63.66;Season 74 - 5v5;;
PHASMA;FIRSTORDEREXECUTIONER;FIRSTORDERTIEPILOT;FIRSTORDERTROOPER;KYLOREN;100;102;61.81;Season 74 - 5v5;;
PHASMA;FIRSTORDEREXECUTIONER;FIRSTORDERTIEPILOT;FIRSTORDERTROOPER;KYLOREN;99;503;63.59;Season 74 - 5v5;;
PHASMA;FIRSTORDEREXECUTIONER;FIRSTORDEROFFICERMALE;FIRSTORDERTIEPILOT;KYLOREN;98;206;63.13;Season 74 - 5v5;;
PHASMA;FIRSTORDERTIEPILOT;FIRSTORDERTROOPER;FOSITHTROOPER;KYLOREN;93;118;58.24;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;100;121;64.83;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;100;121;64.83;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;100;115;64.84;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;99;124;64.36;Season 74 - 5v5;;
OMEGAS3;BADBATCHOMEGA;CROSSHAIRS3;HUNTERS3;WRECKERS3;99;227;64.3;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;98;1429;63.96;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;98;148;58.95;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;98;175;63.92;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;97;130;61.85;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;95;199;61.92;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;95;194;62.31;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;95;2864;58.86;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;94;276;59.42;Season 74 - 5v5;;
OMEGAS3;BADBATCHOMEGA;CROSSHAIRS3;HUNTERS3;WRECKERS3;92;113;56.29;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;90;1110;57.71;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;89;248;58.15;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;89;708;58.22;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;89;913;56.4;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;87;291;55.75;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;86;125;55.5;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;86;760;55.85;Season 74 - 5v5;;
OMEGAS3;BADBATCHOMEGA;CROSSHAIRS3;HUNTERS3;WRECKERS3;83;108;54.31;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;80;395;50.84;Season 74 - 5v5;;
OMEGAS3;BATCHERS3;CROSSHAIRS3;HUNTERS3;WRECKERS3;79;118;51.46;Season 74 - 5v5;;
JYNERSO;K2SO;JEDIMASTERKENOBI;AHSOKATANO;COMMANDERAHSOKA;100;169;66.3;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;99;627;63.25;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;99;133;63.83;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;PAO;99;121;62.29;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;SCARIFREBEL;99;221;64.21;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;CHIRRUTIMWE;JYNERSO;98;162;61.25;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;CHIRRUTIMWE;JYNERSO;K2SO;98;164;63.77;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;98;158;58.37;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;97;234;63.39;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;CHIRRUTIMWE;JYNERSO;K2SO;97;306;57.36;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;97;989;63.11;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;SCARIFREBEL;97;352;63.08;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;97;176;63.12;Season 74 - 5v5;;
ADMIRALRADDUS;BAZEMALBUS;CASSIANANDOR;JYNERSO;K2SO;97;137;57.31;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;PAO;96;272;56.93;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;96;636;58.18;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;SCARIFREBEL;96;211;58.11;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;PAO;96;179;62.41;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;96;153;57.25;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;SCARIFREBEL;96;583;56.75;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;SCARIFREBEL;95;168;59.77;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;PAO;94;109;59.5;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;93;146;60.64;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;93;1725;54.87;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;92;518;56.75;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;PAO;92;127;55.62;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;92;558;57.39;Season 74 - 5v5;;
ADMIRALRADDUS;BAZEMALBUS;CASSIANANDOR;CHIRRUTIMWE;JYNERSO;91;157;56.2;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;90;137;58.34;Season 74 - 5v5;;
ADMIRALRADDUS;CASSIANANDOR;JYNERSO;K2SO;SCARIFREBEL;88;172;54.94;Season 74 - 5v5;;
ADMIRALRADDUS;BISTAN;CASSIANANDOR;JYNERSO;K2SO;87;281;53.28;Season 74 - 5v5;;
COUNTDOOKU;EZRAEXILE;NINTHSISTER;REYJEDITRAINING;STARKILLER;92;117;60.08;Season 74 - 5v5;;
GLHONDO;BRUTUS;CAPTAINSILVO;ITHANO;VANE;94;274;60.03;Season 74 - 5v5;;
GLHONDO;BRUTUS;CAPTAINSILVO;ITHANO;VANE;94;274;60.03;Season 74 - 5v5;;
GLHONDO;CAPTAINSILVO;HONDO;SM33;VANE;90;222;57.64;Season 74 - 5v5;;
GLHONDO;CAPTAINSILVO;HONDO;SM33;VANE;90;454;58.02;Season 74 - 5v5;;
GLHONDO;BRUTUS;CAPTAINSILVO;SM33;VANE;87;249;53.22;Season 74 - 5v5;;
GLHONDO;BRUTUS;CAPTAINSILVO;SM33;VANE;86;3169;53.31;Season 74 - 5v5;;
GLHONDO;CAPTAINSILVO;QUIGGOLD;SM33;VANE;86;198;54.32;Season 74 - 5v5;;
GLHONDO;BRUTUS;CAPTAINSILVO;HONDO;VANE;86;1108;55.17;Season 74 - 5v5;;
